6.Dia Arrecadação,2. Valor Arrecadação Bruta Original
22 mai 2006,"824.017.756,69"
19 mai 2006,"669.488.150,51"
18 mai 2006,"276.713.136,00"
17 mai 2006,"1.282.591.967,34"
16 mai 2006,"247.241.022,60"
15 mai 2006,"8.759.396.115,80"
12 mai 2006,"295.404.693,69"
11 mai 2006,"287.435.654,42"
10 mai 2006,"2.693.615.744,97"
09 mai 2006,"125.640.276,18"
08 mai 2006,"991.746.965,16"
05 mai 2006,"353.317.186,61"
04 mai 2006,"899.197.939,91"
03 mai 2006,"239.969.754,49"
02 mai 2006,"260.414.296,48"
28 abr 2006,"13.479.994.471,25"
27 abr 2006,"1.035.025.296,46"
26 abr 2006,"1.326.694.797,44"
25 abr 2006,"457.376.163,11"
24 abr 2006,"407.493.086,51"
20 abr 2006,"1.157.811.578,02"
19 abr 2006,"392.692.899,23"
18 abr 2006,"1.087.722.182,14"
17 abr 2006,"300.118.855,82"
13 abr 2006,"8.803.708.971,50"
12 abr 2006,"669.311.316,87"
11 abr 2006,"278.161.057,55"
10 abr 2006,"2.855.096.284,73"
07 abr 2006,"1.247.744.621,30"
06 abr 2006,"366.960.332,68"
05 abr 2006,"1.187.223.245,90"
04 abr 2006,"324.930.146,62"
03 abr 2006,"217.927.631,57"
31 mar 2006,"8.930.347.588,01"
30 mar 2006,"471.212.183,32"
29 mar 2006,"429.104.748,32"
28 mar 2006,"218.468.370,17"
27 mar 2006,"954.592.332,58"
24 mar 2006,"259.835.817,89"
23 mar 2006,"777.949.172,92"
22 mar 2006,"274.326.755,48"
21 mar 2006,"233.528.832,38"
20 mar 2006,"1.036.772.956,73"
17 mar 2006,"1.272.136.215,31"
16 mar 2006,"252.256.183,99"
15 mar 2006,"8.122.057.699,19"
14 mar 2006,"334.503.685,93"
13 mar 2006,"249.109.224,21"
10 mar 2006,"2.851.804.879,92"
09 mar 2006,"229.467.637,81"
08 mar 2006,"639.373.173,39"
07 mar 2006,"370.725.165,41"
06 mar 2006,"219.921.236,72"
03 mar 2006,"1.301.377.872,54"
02 mar 2006,"218.805.713,14"
01 mar 2006,"166.042.433,18"
27 fev 2006,"2.975.190,37"
24 fev 2006,"8.448.514.160,35"
23 fev 2006,"1.083.072.849,14"
22 fev 2006,"1.006.386.446,78"
21 fev 2006,"287.842.339,03"
20 fev 2006,"1.032.287.520,39"
17 fev 2006,"249.491.660,01"
16 fev 2006,"210.835.042,72"
15 fev 2006,"9.319.428.416,34"
14 fev 2006,"300.733.786,19"
13 fev 2006,"239.579.129,73"
10 fev 2006,"2.456.826.695,32"
09 fev 2006,"258.845.321,90"
08 fev 2006,"1.064.160.205,89"
07 fev 2006,"246.382.749,47"
06 fev 2006,"203.645.645,78"
03 fev 2006,"792.584.407,70"
02 fev 2006,"166.599.694,23"
01 fev 2006,"782.119.023,13"
31 jan 2006,"11.529.874.874,36"
30 jan 2006,"894.634.544,07"
27 jan 2006,"347.886.152,06"
26 jan 2006,"693.453.197,30"
25 jan 2006,"868.139.120,01"
24 jan 2006,"317.149.151,26"
23 jan 2006,"245.689.780,15"
20 jan 2006,"363.555.696,92"
19 jan 2006,"209.134.956,16"
18 jan 2006,"1.001.460.048,22"
17 jan 2006,"316.045.855,44"
16 jan 2006,"262.776.237,77"
13 jan 2006,"9.150.880.193,29"
12 jan 2006,"332.851.898,70"
11 jan 2006,"1.244.096.378,33"
10 jan 2006,"1.406.157.548,19"
09 jan 2006,"369.861.671,00"
06 jan 2006,"718.006.681,91"
05 jan 2006,"274.331.412,55"
04 jan 2006,"3.423.378.255,48"
03 jan 2006,"226.768.625,08"
02 jan 2006,"304.658.666,96"
30 dez 2005,"417.218.546,62"
29 dez 2005,"6.683.846.166,81"
28 dez 2005,"3.235.190.246,97"
27 dez 2005,"403.067.193,38"
26 dez 2005,"289.735.142,85"
23 dez 2005,"947.066.626,94"
22 dez 2005,"538.301.118,11"
21 dez 2005,"1.976.707.911,06"
20 dez 2005,"549.430.311,92"
19 dez 2005,"350.739.855,05"
16 dez 2005,"401.535.933,63"
15 dez 2005,"8.358.153.842,19"
14 dez 2005,"2.003.961.967,96"
13 dez 2005,"304.174.205,22"
12 dez 2005,"1.156.774.261,92"
09 dez 2005,"1.119.646.121,54"
08 dez 2005,"299.757.126,96"
07 dez 2005,"6.499.938.559,17"
06 dez 2005,"355.604.256,54"
05 dez 2005,"460.667.905,15"
02 dez 2005,"307.297.894,76"
01 dez 2005,"473.391.851,67"
30 nov 2005,"8.219.863.793,77"
29 nov 2005,"690.506.713,02"
28 nov 2005,"364.713.111,57"
25 nov 2005,"563.711.039,81"
24 nov 2005,"235.241.520,08"
23 nov 2005,"1.460.291.079,91"
22 nov 2005,"226.884.950,62"
21 nov 2005,"263.925.102,69"
18 nov 2005,"477.446.741,58"
17 nov 2005,"1.858.387.195,15"
16 nov 2005,"535.491.340,67"
14 nov 2005,"7.422.440.471,54"
11 nov 2005,"1.285.325.910,20"
10 nov 2005,"1.328.761.251,88"
09 nov 2005,"2.200.650.792,78"
08 nov 2005,"341.928.401,81"
07 nov 2005,"232.034.095,52"
04 nov 2005,"428.706.931,88"
03 nov 2005,"1.789.175.014,34"
01 nov 2005,"252.189.493,81"
31 out 2005,"11.695.546.966,15"
28 out 2005,"538.301.996,36"
27 out 2005,"364.555.569,75"
26 out 2005,"1.569.219.945,84"
25 out 2005,"378.766.786,94"
24 out 2005,"226.295.728,94"
21 out 2005,"501.871.638,06"
20 out 2005,"357.296.163,06"
19 out 2005,"1.174.526.110,35"
18 out 2005,"211.899.369,98"
17 out 2005,"317.906.429,75"
14 out 2005,"8.121.619.623,48"
13 out 2005,"1.925.182.195,20"
11 out 2005,"271.992.647,36"
10 out 2005,"1.318.393.056,42"
07 out 2005,"681.950.455,93"
06 out 2005,"191.610.288,30"
05 out 2005,"2.346.664.584,09"
04 out 2005,"267.381.917,64"
03 out 2005,"196.479.285,01"
30 set 2005,"7.350.538.482,40"
29 set 2005,"842.388.565,34"
28 set 2005,"1.468.443.195,63"
27 set 2005,"327.758.978,18"
26 set 2005,"298.906.047,99"
23 set 2005,"650.243.981,39"
22 set 2005,"240.913.010,05"
21 set 2005,"1.209.624.021,68"
20 set 2005,"384.202.618,04"
19 set 2005,"315.939.738,51"
16 set 2005,"282.693.650,98"
15 set 2005,"7.893.153.221,50"
14 set 2005,"1.590.780.981,09"
13 set 2005,"299.303.575,78"
12 set 2005,"1.036.886.631,56"
09 set 2005,"894.650.880,95"
08 set 2005,"2.050.581.163,97"
06 set 2005,"457.196.927,85"
05 set 2005,"373.187.114,73"
02 set 2005,"207.378.883,72"
01 set 2005,"172.732.453,06"
31 ago 2005,"8.035.187.963,78"
30 ago 2005,"490.226.023,11"
29 ago 2005,"353.317.626,45"
26 ago 2005,"708.044.668,84"
25 ago 2005,"236.521.617,68"
24 ago 2005,"1.403.546.668,79"
23 ago 2005,"209.522.456,18"
22 ago 2005,"215.822.570,26"
19 ago 2005,"485.287.822,60"
18 ago 2005,"292.249.122,77"
17 ago 2005,"1.237.806.888,90"
16 ago 2005,"203.402.126,53"
15 ago 2005,"7.088.826.573,61"
12 ago 2005,"1.151.097.546,20"
11 ago 2005,"604.499.275,07"
10 ago 2005,"2.691.752.576,63"
09 ago 2005,"333.233.409,67"
08 ago 2005,"204.526.848,30"
05 ago 2005,"386.739.255,35"
04 ago 2005,"195.130.674,45"
03 ago 2005,"2.220.276.563,92"
02 ago 2005,"330.218.793,09"
01 ago 2005,"220.663.719,78"
29 jul 2005,"9.184.372.493,04"
28 jul 2005,"672.323.858,55"
27 jul 2005,"1.654.161.915,69"
26 jul 2005,"314.979.912,84"
25 jul 2005,"428.328.728,34"
22 jul 2005,"563.164.570,22"
21 jul 2005,"195.458.730,49"
20 jul 2005,"1.495.943.139,06"
19 jul 2005,"249.243.185,55"
18 jul 2005,"208.936.211,58"
15 jul 2005,"7.750.912.652,58"
14 jul 2005,"323.939.755,42"
13 jul 2005,"1.899.949.195,24"
12 jul 2005,"221.132.185,89"
11 jul 2005,"949.247.748,52"
08 jul 2005,"907.494.238,61"
07 jul 2005,"347.784.951,36"
06 jul 2005,"2.603.440.453,66"
05 jul 2005,"432.243.591,44"
04 jul 2005,"373.683.462,30"
01 jul 2005,"243.297.165,37"
30 jun 2005,"6.806.695.346,69"
29 jun 2005,"1.680.224.804,04"
28 jun 2005,"287.537.654,53"
27 jun 2005,"250.706.124,69"
24 jun 2005,"558.914.483,45"
23 jun 2005,"351.430.817,88"
22 jun 2005,"1.319.503.653,54"
21 jun 2005,"228.675.679,80"
20 jun 2005,"365.762.180,03"
17 jun 2005,"219.909.778,06"
16 jun 2005,"250.642.607,48"
15 jun 2005,"8.881.771.826,43"
14 jun 2005,"282.827.052,21"
13 jun 2005,"249.623.744,06"
10 jun 2005,"1.503.237.130,81"
09 jun 2005,"256.809.630,56"
08 jun 2005,"5.858.599.892,17"
07 jun 2005,"400.625.739,65"
06 jun 2005,"235.959.517,03"
03 jun 2005,"283.463.563,40"
02 jun 2005,"205.852.140,32"
01 jun 2005,"1.310.243.612,01"
31 mai 2005,"6.703.781.905,40"
30 mai 2005,"579.597.392,51"
27 mai 2005,"510.595.823,67"
25 mai 2005,"1.722.648.642,65"
24 mai 2005,"226.416.470,23"
23 mai 2005,"204.459.812,79"
20 mai 2005,"418.046.443,46"
19 mai 2005,"193.059.317,84"
18 mai 2005,"1.244.842.222,15"
17 mai 2005,"231.080.261,28"
16 mai 2005,"219.049.186,63"
13 mai 2005,"7.500.239.129,75"
12 mai 2005,"296.389.550,71"
11 mai 2005,"1.779.644.049,03"
10 mai 2005,"1.114.790.750,03"
09 mai 2005,"295.207.049,76"
06 mai 2005,"618.669.589,08"
05 mai 2005,"229.702.354,92"
04 mai 2005,"2.517.847.568,32"
03 mai 2005,"332.208.516,36"
02 mai 2005,"223.743.905,42"
29 abr 2005,"10.660.622.131,42"
28 abr 2005,"975.951.183,72"
27 abr 2005,"1.621.616.547,73"
26 abr 2005,"541.220.282,22"
25 abr 2005,"392.326.571,42"
22 abr 2005,"551.635.412,24"
20 abr 2005,"1.675.728.917,68"
19 abr 2005,"281.649.519,82"
18 abr 2005,"258.044.471,85"
15 abr 2005,"7.584.924.121,59"
14 abr 2005,"419.982.240,25"
13 abr 2005,"1.706.612.881,14"
12 abr 2005,"235.101.896,84"
11 abr 2005,"900.857.967,97"
08 abr 2005,"836.871.772,93"
07 abr 2005,"307.237.568,91"
06 abr 2005,"2.345.206.889,71"
05 abr 2005,"386.350.822,83"
04 abr 2005,"199.379.033,17"
01 abr 2005,"206.867.121,07"
31 mar 2005,"6.885.213.458,81"
30 mar 2005,"1.728.032.227,35"
29 mar 2005,"344.748.658,64"
28 mar 2005,"260.682.600,28"
24 mar 2005,"594.708.305,71"
23 mar 2005,"1.449.596.789,71"
22 mar 2005,"263.704.821,31"
21 mar 2005,"256.563.556,12"
18 mar 2005,"431.275.263,80"
17 mar 2005,"185.124.015,87"
16 mar 2005,"1.286.111.086,97"
15 mar 2005,"6.714.073.168,05"
14 mar 2005,"276.735.806,93"
11 mar 2005,"570.860.681,33"
10 mar 2005,"968.110.710,28"
09 mar 2005,"2.374.466.880,04"
08 mar 2005,"246.297.622,76"
07 mar 2005,"207.319.417,80"
04 mar 2005,"220.763.196,52"
03 mar 2005,"343.763.549,71"
02 mar 2005,"1.786.962.224,14"
01 mar 2005,"229.215.456,62"
28 fev 2005,"7.243.695.933,31"
25 fev 2005,"725.534.100,47"
24 fev 2005,"255.855.967,88"
23 fev 2005,"1.454.281.901,24"
22 fev 2005,"272.479.835,08"
21 fev 2005,"253.094.054,93"
18 fev 2005,"373.793.668,29"
17 fev 2005,"224.736.238,17"
16 fev 2005,"1.110.925.634,98"
15 fev 2005,"6.616.168.552,35"
14 fev 2005,"381.304.118,97"
11 fev 2005,"2.136.011.757,03"
10 fev 2005,"1.053.792.179,15"
09 fev 2005,"357.214.518,99"
07 fev 2005,"34.759,28"
04 fev 2005,"274.812.989,82"
03 fev 2005,"483.181.569,80"
02 fev 2005,"1.428.446.772,23"
01 fev 2005,"681.642.428,40"
31 jan 2005,"10.223.103.072,13"
28 jan 2005,"594.114.569,94"
27 jan 2005,"525.451.689,52"
26 jan 2005,"1.246.182.239,11"
25 jan 2005,"360.898.512,08"
24 jan 2005,"198.026.783,84"
21 jan 2005,"554.989.661,43"
20 jan 2005,"418.452.078,76"
19 jan 2005,"1.344.925.568,43"
18 jan 2005,"221.011.824,96"
17 jan 2005,"241.394.385,99"
14 jan 2005,"8.352.217.703,77"
13 jan 2005,"415.088.625,55"
12 jan 2005,"1.612.183.574,61"
11 jan 2005,"221.607.734,89"
10 jan 2005,"1.429.685.396,26"
07 jan 2005,"757.547.105,90"
06 jan 2005,"204.820.632,65"
05 jan 2005,"2.875.450.820,97"
04 jan 2005,"294.766.118,69"
03 jan 2005,"220.615.093,72"
31 dez 2004,"601.616.495,12"
30 dez 2004,"5.763.390.734,75"
29 dez 2004,"2.847.221.325,83"
28 dez 2004,"495.619.128,60"
27 dez 2004,"307.360.736,57"
24 dez 2004,"296.345.445,59"
23 dez 2004,"594.406.771,67"
22 dez 2004,"1.940.954.488,49"
21 dez 2004,"317.336.464,81"
20 dez 2004,"416.758.416,73"
17 dez 2004,"429.851.280,01"
16 dez 2004,"338.021.630,07"
15 dez 2004,"8.763.315.032,94"
14 dez 2004,"315.351.551,79"
13 dez 2004,"318.592.296,16"
10 dez 2004,"1.782.715.264,38"
09 dez 2004,"537.782.161,66"
08 dez 2004,"3.361.595.664,94"
07 dez 2004,"430.761.484,77"
06 dez 2004,"320.565.950,86"
03 dez 2004,"583.268.911,56"
02 dez 2004,"317.045.138,97"
01 dez 2004,"1.770.850.036,64"
30 nov 2004,"5.953.429.993,01"
29 nov 2004,"615.129.811,35"
26 nov 2004,"659.679.133,67"
25 nov 2004,"333.698.842,04"
24 nov 2004,"1.314.833.619,51"
23 nov 2004,"254.325.980,37"
22 nov 2004,"312.054.996,40"
19 nov 2004,"580.181.010,60"
18 nov 2004,"1.168.110.554,10"
17 nov 2004,"286.898.300,19"
16 nov 2004,"411.610.479,89"
12 nov 2004,"7.438.245.985,11"
11 nov 2004,"365.113.770,42"
10 nov 2004,"2.591.258.280,69"
09 nov 2004,"403.763.422,35"
08 nov 2004,"398.260.300,66"
05 nov 2004,"250.455.705,95"
04 nov 2004,"1.924.907.245,41"
03 nov 2004,"424.788.464,09"
01 nov 2004,"113.949.789,16"
29 out 2004,"9.124.252.493,63"
28 out 2004,"641.948.380,08"
27 out 2004,"1.504.688.715,10"
26 out 2004,"318.088.508,50"
25 out 2004,"373.230.436,16"
22 out 2004,"586.676.304,69"
21 out 2004,"241.039.320,80"
20 out 2004,"1.363.456.765,76"
19 out 2004,"279.913.013,91"
18 out 2004,"221.711.800,06"
15 out 2004,"6.239.189.927,05"
14 out 2004,"1.520.151.400,06"
13 out 2004,"417.697.580,04"
11 out 2004,"823.353.073,28"
08 out 2004,"1.477.773.155,30"
07 out 2004,"318.516.793,20"
06 out 2004,"2.947.595.883,98"
05 out 2004,"429.756.608,99"
04 out 2004,"217.910.781,21"
01 out 2004,"385.033.576,18"
30 set 2004,"6.151.339.966,06"
29 set 2004,"1.556.391.433,97"
28 set 2004,"429.235.803,48"
27 set 2004,"268.919.094,62"
24 set 2004,"865.093.176,67"
23 set 2004,"320.308.530,21"
22 set 2004,"1.272.917.954,26"
21 set 2004,"266.194.967,28"
20 set 2004,"469.351.985,67"
17 set 2004,"246.899.321,89"
16 set 2004,"234.938.240,27"
15 set 2004,"7.221.492.588,71"
14 set 2004,"335.051.566,59"
13 set 2004,"258.870.208,40"
10 set 2004,"2.040.040.302,13"
09 set 2004,"2.468.724.065,40"
08 set 2004,"464.422.882,24"
06 set 2004,"253.678.487,80"
03 set 2004,"415.110.224,09"
02 set 2004,"374.204.435,60"
01 set 2004,"1.372.000.892,71"
31 ago 2004,"5.412.357.709,70"
30 ago 2004,"647.037.807,26"
27 ago 2004,"775.915.328,57"
26 ago 2004,"248.868.531,39"
25 ago 2004,"1.705.133.412,71"
24 ago 2004,"206.246.079,31"
23 ago 2004,"221.995.393,07"
20 ago 2004,"527.787.236,28"
19 ago 2004,"236.423.704,10"
18 ago 2004,"1.191.095.123,75"
17 ago 2004,"261.360.864,19"
16 ago 2004,"298.232.412,20"
13 ago 2004,"6.408.644.792,68"
12 ago 2004,"348.465.601,69"
11 ago 2004,"1.519.805.628,11"
10 ago 2004,"1.596.588.052,79"
09 ago 2004,"294.144.464,18"
06 ago 2004,"560.128.752,81"
05 ago 2004,"239.309.171,45"
04 ago 2004,"2.646.932.904,32"
03 ago 2004,"196.363.194,05"
02 ago 2004,"340.011.633,35"
30 jul 2004,"7.941.360.908,81"
29 jul 2004,"572.298.511,85"
28 jul 2004,"1.686.930.732,88"
27 jul 2004,"489.164.805,45"
26 jul 2004,"235.123.479,79"
23 jul 2004,"646.074.575,29"
22 jul 2004,"235.301.413,09"
21 jul 2004,"1.326.091.861,86"
20 jul 2004,"517.738.628,31"
19 jul 2004,"195.839.522,96"
16 jul 2004,"201.812.882,98"
15 jul 2004,"5.863.116.383,18"
14 jul 2004,"1.635.784.026,84"
13 jul 2004,"286.685.020,80"
12 jul 2004,"874.919.959,80"
09 jul 2004,"405.932.802,33"
08 jul 2004,"666.190.217,19"
07 jul 2004,"3.083.685.300,65"
06 jul 2004,"279.137.223,26"
05 jul 2004,"402.235.721,32"
02 jul 2004,"263.396.751,02"
01 jul 2004,"384.953.427,72"
30 jun 2004,"5.999.758.645,21"
29 jun 2004,"552.941.678,81"
28 jun 2004,"352.297.708,52"
25 jun 2004,"529.304.152,59"
24 jun 2004,"210.040.017,41"
23 jun 2004,"1.512.114.921,94"
22 jun 2004,"270.617.220,61"
21 jun 2004,"264.480.230,91"
18 jun 2004,"512.342.604,99"
17 jun 2004,"243.313.986,82"
16 jun 2004,"1.127.863.396,80"
15 jun 2004,"6.728.404.173,45"
14 jun 2004,"343.244.441,90"
11 jun 2004,"725.060.796,31"
09 jun 2004,"3.543.141.161,52"
08 jun 2004,"267.999.431,94"
07 jun 2004,"273.481.199,66"
04 jun 2004,"260.161.786,14"
03 jun 2004,"352.673.835,84"
02 jun 2004,"1.582.053.066,54"
01 jun 2004,"321.426.903,71"
31 mai 2004,"4.764.478.980,66"
28 mai 2004,"677.937.217,97"
27 mai 2004,"292.967.753,89"
26 mai 2004,"1.425.184.483,90"
25 mai 2004,"609.453.362,46"
24 mai 2004,"209.765.581,63"
21 mai 2004,"245.258.878,92"
20 mai 2004,"448.500.764,70"
19 mai 2004,"1.163.467.907,86"
18 mai 2004,"237.314.989,40"
17 mai 2004,"275.383.063,61"
14 mai 2004,"6.596.301.995,96"
13 mai 2004,"415.019.511,43"
12 mai 2004,"1.810.133.156,78"
11 mai 2004,"267.133.426,31"
10 mai 2004,"1.490.146.465,88"
07 mai 2004,"227.317.471,03"
06 mai 2004,"180.566.849,03"
05 mai 2004,"2.740.009.572,87"
04 mai 2004,"173.097.740,16"
03 mai 2004,"148.373.873,10"
30 abr 2004,"8.263.775.106,28"
29 abr 2004,"690.232.320,43"
28 abr 2004,"1.449.556.711,43"
27 abr 2004,"307.666.877,88"
26 abr 2004,"389.567.179,74"
23 abr 2004,"493.467.112,32"
22 abr 2004,"1.271.999.381,63"
20 abr 2004,"423.049.142,50"
19 abr 2004,"173.359.475,36"
16 abr 2004,"190.356.439,38"
15 abr 2004,"6.766.237.556,92"
14 abr 2004,"1.344.110.798,06"
13 abr 2004,"150.386.444,03"
12 abr 2004,"749.050.869,56"
09 abr 2004,"0,00"
08 abr 2004,"869.625.134,98"
07 abr 2004,"2.801.853.227,36"
06 abr 2004,"168.914.438,29"
05 abr 2004,"282.256.190,14"
02 abr 2004,"160.033.352,55"
01 abr 2004,"173.207.638,05"
31 mar 2004,"6.879.378.510,90"
30 mar 2004,"622.185.203,10"
29 mar 2004,"187.804.052,13"
26 mar 2004,"173.992.620,23"
25 mar 2004,"415.006.863,70"
24 mar 2004,"1.311.698.721,83"
23 mar 2004,"142.694.545,64"
22 mar 2004,"189.046.601,41"
19 mar 2004,"431.875.027,15"
18 mar 2004,"170.279.628,95"
17 mar 2004,"1.103.883.295,92"
16 mar 2004,"139.838.664,12"
15 mar 2004,"6.260.688.380,68"
12 mar 2004,"224.731.966,54"
11 mar 2004,"139.357.428,52"
10 mar 2004,"2.488.842.683,06"
09 mar 2004,"186.662.315,90"
08 mar 2004,"150.139.723,55"
05 mar 2004,"152.395.861,40"
04 mar 2004,"135.721.333,60"
03 mar 2004,"2.378.307.132,38"
02 mar 2004,"156.587.527,98"
01 mar 2004,"218.022.196,79"
27 fev 2004,"7.295.216.251,19"
26 fev 2004,"431.659.461,29"
25 fev 2004,"390.611.240,45"
23 fev 2004,"51.188,53"
20 fev 2004,"362.507.083,48"
19 fev 2004,"205.439.432,04"
18 fev 2004,"1.219.869.435,33"
17 fev 2004,"161.110.482,95"
16 fev 2004,"214.563.461,06"
13 fev 2004,"6.537.247.671,07"
12 fev 2004,"195.819.639,38"
11 fev 2004,"1.364.594.272,69"
10 fev 2004,"1.267.915.686,46"
09 fev 2004,"217.076.550,25"
06 fev 2004,"130.072.133,63"
05 fev 2004,"138.937.867,97"
04 fev 2004,"2.450.514.507,07"
03 fev 2004,"130.929.378,95"
02 fev 2004,"187.609.234,62"
30 jan 2004,"8.444.483.096,95"
29 jan 2004,"682.543.926,21"
28 jan 2004,"1.320.303.655,85"
27 jan 2004,"248.417.638,34"
26 jan 2004,"158.056.808,50"
23 jan 2004,"438.617.949,87"
22 jan 2004,"186.749.833,28"
21 jan 2004,"1.020.584.134,35"
20 jan 2004,"290.281.739,76"
19 jan 2004,"135.193.327,47"
16 jan 2004,"164.246.979,44"
15 jan 2004,"7.212.781.059,03"
14 jan 2004,"1.458.074.147,05"
13 jan 2004,"188.815.072,90"
12 jan 2004,"886.968.122,41"
09 jan 2004,"551.641.710,53"
08 jan 2004,"209.046.655,19"
07 jan 2004,"3.250.008.220,24"
06 jan 2004,"323.627.175,33"
05 jan 2004,"141.307.699,06"
02 jan 2004,"1.123.507.142,05"
31 dez 2003,"679.309.087,55"
30 dez 2003,"3.881.474.831,11"
29 dez 2003,"695.675.937,53"
26 dez 2003,"222.080.483,11"
24 dez 2003,"1.980.849.833,17"
23 dez 2003,"816.636.710,60"
22 dez 2003,"1.124.376.698,31"
19 dez 2003,"599.209.863,18"
18 dez 2003,"252.024.957,34"
17 dez 2003,"1.416.405.255,17"
16 dez 2003,"259.917.426,60"
15 dez 2003,"6.726.515.375,20"
12 dez 2003,"244.044.982,07"
11 dez 2003,"209.645.996,07"
10 dez 2003,"2.768.914.070,86"
09 dez 2003,"248.564.250,38"
08 dez 2003,"133.809.244,39"
05 dez 2003,"226.556.482,19"
04 dez 2003,"127.146.581,87"
03 dez 2003,"2.721.701.420,80"
02 dez 2003,"241.150.950,21"
01 dez 2003,"231.563.992,30"
28 nov 2003,"6.222.468.568,24"
27 nov 2003,"516.523.260,17"
26 nov 2003,"1.301.948.642,99"
25 nov 2003,"355.151.939,11"
24 nov 2003,"161.488.862,78"
21 nov 2003,"219.429.831,92"
20 nov 2003,"433.703.249,80"
19 nov 2003,"1.254.230.398,86"
18 nov 2003,"135.505.247,80"
17 nov 2003,"145.685.777,93"
14 nov 2003,"6.847.721.831,50"
13 nov 2003,"287.483.770,66"
12 nov 2003,"1.287.922.219,13"
11 nov 2003,"180.210.822,65"
10 nov 2003,"1.366.868.239,76"
07 nov 2003,"204.527.591,31"
06 nov 2003,"112.263.955,64"
05 nov 2003,"2.437.765.834,28"
04 nov 2003,"126.857.509,89"
03 nov 2003,"204.055.266,69"
31 out 2003,"7.680.943.182,75"
30 out 2003,"674.734.207,07"
29 out 2003,"1.193.245.195,10"
28 out 2003,"203.370.905,34"
27 out 2003,"130.914.573,46"
24 out 2003,"158.289.781,71"
23 out 2003,"225.312.940,37"
22 out 2003,"1.014.651.630,11"
21 out 2003,"132.693.766,80"
20 out 2003,"464.154.669,59"
17 out 2003,"148.214.791,84"
16 out 2003,"116.926.021,44"
15 out 2003,"7.198.319.029,21"
14 out 2003,"222.673.881,86"
13 out 2003,"142.569.515,80"
10 out 2003,"1.348.091.940,32"
09 out 2003,"182.188.377,44"
08 out 2003,"2.574.059.596,00"
07 out 2003,"144.245.330,86"
06 out 2003,"147.803.620,44"
03 out 2003,"315.274.111,43"
02 out 2003,"157.328.953,61"
01 out 2003,"1.104.701.637,75"
30 set 2003,"4.803.363.131,44"
29 set 2003,"412.170.906,73"
26 set 2003,"194.180.747,28"
25 set 2003,"154.130.739,59"
24 set 2003,"1.038.114.872,66"
23 set 2003,"145.769.334,98"
22 set 2003,"150.448.796,37"
19 set 2003,"495.731.893,23"
18 set 2003,"117.068.898,95"
17 set 2003,"892.261.583,47"
16 set 2003,"195.730.231,31"
15 set 2003,"6.192.359.920,51"
12 set 2003,"249.650.529,20"
11 set 2003,"197.318.711,38"
10 set 2003,"2.205.359.588,93"
09 set 2003,"205.336.143,97"
08 set 2003,"128.038.351,52"
05 set 2003,"127.801.715,46"
04 set 2003,"130.461.857,34"
03 set 2003,"2.489.246.031,34"
02 set 2003,"178.572.441,52"
01 set 2003,"240.879.067,69"
29 ago 2003,"4.486.331.813,01"
28 ago 2003,"402.150.769,44"
27 ago 2003,"1.060.646.017,47"
26 ago 2003,"167.446.571,02"
25 ago 2003,"239.741.901,69"
22 ago 2003,"140.546.029,29"
21 ago 2003,"132.670.806,81"
20 ago 2003,"1.090.577.811,05"
19 ago 2003,"147.475.403,86"
18 ago 2003,"130.580.360,92"
15 ago 2003,"5.694.746.152,50"
14 ago 2003,"465.486.659,12"
13 ago 2003,"1.147.435.852,46"
12 ago 2003,"139.742.589,95"
11 ago 2003,"694.191.364,32"
08 ago 2003,"670.280.731,82"
07 ago 2003,"133.894.828,99"
06 ago 2003,"2.354.154.880,74"
05 ago 2003,"279.874.068,04"
04 ago 2003,"138.245.310,35"
01 ago 2003,"164.711.746,96"
31 jul 2003,"6.403.911.396,72"
30 jul 2003,"1.589.485.645,04"
29 jul 2003,"287.359.960,14"
28 jul 2003,"228.008.338,17"
25 jul 2003,"131.263.758,20"
24 jul 2003,"144.233.592,75"
23 jul 2003,"1.089.119.592,13"
22 jul 2003,"156.675.557,45"
21 jul 2003,"198.250.047,90"
18 jul 2003,"429.829.703,47"
17 jul 2003,"152.468.961,49"
16 jul 2003,"931.128.476,12"
15 jul 2003,"5.642.189.587,78"
14 jul 2003,"202.962.740,73"
11 jul 2003,"127.267.128,28"
10 jul 2003,"2.326.368.624,48"
09 jul 2003,"1.232.426.619,10"
08 jul 2003,"277.783.216,39"
07 jul 2003,"141.675.171,23"
04 jul 2003,"121.319.104,44"
03 jul 2003,"257.934.619,06"
02 jul 2003,"1.219.490.265,00"
01 jul 2003,"185.429.980,18"
30 jun 2003,"3.771.104.282,25"
27 jun 2003,"380.889.556,74"
26 jun 2003,"208.870.633,66"
25 jun 2003,"1.124.557.670,12"
24 jun 2003,"134.442.034,35"
23 jun 2003,"154.304.442,02"
20 jun 2003,"571.144.912,28"
18 jun 2003,"960.869.711,99"
17 jun 2003,"136.394.765,06"
16 jun 2003,"172.687.370,31"
13 jun 2003,"5.796.875.693,31"
12 jun 2003,"398.224.974,11"
11 jun 2003,"1.157.535.503,90"
10 jun 2003,"1.143.090.768,41"
09 jun 2003,"183.420.420,74"
06 jun 2003,"443.344.832,15"
05 jun 2003,"118.034.053,17"
04 jun 2003,"2.316.962.622,30"
03 jun 2003,"439.492.032,50"
02 jun 2003,"192.818.137,31"
30 mai 2003,"5.243.442.938,39"
29 mai 2003,"474.417.614,81"
